step	robot0_action	robot1_action	robot0_eef_pos	robot1_eef_pos
648	[-0.66, -0.91, -0.69, 0.23, -0.09, 0.06, -1.0]	[-0.04, 0.65, -0.06, -0.09, 0.03, 0.03, 1.0]	[0.17, -0.1, 1.2]	[-0.0, 0.16, 1.13]
649	[-0.5, -0.82, -0.54, 0.24, -0.09, 0.07, -1.0]	[-0.06, 0.62, -0.07, -0.08, 0.02, 0.03, 1.0]	[0.16, -0.1, 1.19]	[-0.01, 0.17, 1.13]
650	[-0.32, -0.73, -0.61, 0.25, -0.09, 0.06, -1.0]	[-0.08, 0.63, -0.12, -0.07, 0.02, 0.04, 1.0]	[0.15, -0.1, 1.19]	[-0.01, 0.18, 1.13]
651	[-0.21, -0.64, -0.57, 0.26, -0.09, 0.05, -1.0]	[-0.13, 0.67, -0.13, -0.06, 0.01, 0.04, 1.0]	[0.15, -0.1, 1.19]	[-0.01, 0.19, 1.13]
652	[-0.15, -0.6, -0.83, 0.25, -0.09, 0.05, -1.0]	[-0.1, 0.59, -0.13, -0.05, 0.0, 0.04, 1.0]	[0.15, -0.11, 1.19]	[-0.01, 0.2, 1.12]
653	[-0.08, -0.39, -0.77, 0.25, -0.08, 0.04, -1.0]	[-0.22, 0.61, -0.16, -0.04, -0.0, 0.04, 1.0]	[0.15, -0.11, 1.19]	[-0.01, 0.21, 1.12]
654	[-0.03, -0.41, -0.85, 0.23, -0.07, 0.04, -1.0]	[-0.28, 0.58, -0.13, -0.03, -0.0, 0.03, 1.0]	[0.15, -0.11, 1.18]	[-0.01, 0.22, 1.12]
655	[-0.07, -0.22, -0.73, 0.22, -0.07, 0.03, -1.0]	[-0.37, 0.65, -0.28, -0.02, -0.01, 0.03, 1.0]	[0.15, -0.1, 1.17]	[-0.01, 0.23, 1.12]
656	[-0.02, -0.21, -0.63, 0.21, -0.05, 0.03, -1.0]	[-0.42, 0.6, -0.16, -0.02, -0.01, 0.02, 1.0]	[0.15, -0.1, 1.17]	[-0.02, 0.24, 1.11]
657	[-0.13, -0.06, -0.64, 0.2, -0.04, 0.02, -1.0]	[-0.37, 0.66, -0.34, -0.0, -0.02, 0.01, 1.0]	[0.15, -0.1, 1.16]	[-0.02, 0.25, 1.11]
658	[-0.26, -0.01, -0.74, 0.18, -0.04, 0.03, -1.0]	[-0.36, 0.56, -0.31, 0.01, -0.03, 0.0, 1.0]	[0.15, -0.1, 1.16]	[-0.03, 0.25, 1.1]
659	[-0.23, 0.05, -0.8, 0.16, -0.03, 0.03, -1.0]	[-0.29, 0.57, -0.3, 0.02, -0.03, -0.0, 1.0]	[0.14, -0.1, 1.15]	[-0.03, 0.26, 1.1]
660	[-0.26, -0.0, -0.86, 0.13, -0.04, 0.03, -1.0]	[-0.3, 0.57, -0.19, 0.03, -0.03, -0.01, 1.0]	[0.14, -0.09, 1.14]	[-0.04, 0.27, 1.09]
661	[-0.28, 0.01, -0.69, 0.11, -0.03, 0.04, -1.0]	[-0.32, 0.51, -0.19, 0.04, -0.04, -0.02, 1.0]	[0.14, -0.09, 1.13]	[-0.04, 0.28, 1.09]
662	[-0.25, -0.08, -0.56, 0.1, -0.03, 0.04, -1.0]	[-0.35, 0.47, -0.16, 0.04, -0.04, -0.02, 1.0]	[0.14, -0.09, 1.12]	[-0.04, 0.29, 1.09]
663	[-0.25, 0.03, -0.38, 0.09, -0.03, 0.04, -1.0]	[-0.41, 0.51, -0.22, 0.04, -0.04, -0.03, 1.0]	[0.13, -0.09, 1.12]	[-0.05, 0.3, 1.08]
664	[-0.21, -0.06, -0.23, 0.09, -0.02, 0.04, -1.0]	[-0.39, 0.44, -0.12, 0.05, -0.04, -0.04, 1.0]	[0.13, -0.08, 1.11]	[-0.05, 0.31, 1.08]
665	[-0.2, 0.08, -0.06, 0.09, -0.02, 0.04, -1.0]	[-0.39, 0.42, -0.11, 0.05, -0.03, -0.04, 1.0]	[0.13, -0.08, 1.11]	[-0.06, 0.31, 1.08]
666	[-0.16, -0.07, 0.01, 0.09, -0.02, 0.04, -1.0]	[-0.41, 0.39, -0.02, 0.05, -0.03, -0.05, 1.0]	[0.13, -0.08, 1.11]	[-0.06, 0.32, 1.07]
667	[-0.2, 0.07, -0.0, 0.09, -0.02, 0.04, -1.0]	[-0.33, 0.35, -0.03, 0.05, -0.02, -0.05, 1.0]	[0.12, -0.08, 1.11]	[-0.07, 0.33, 1.07]
668	[-0.08, -0.12, -0.02, 0.09, -0.01, 0.04, -1.0]	[-0.3, 0.4, 0.06, 0.04, -0.02, -0.05, 1.0]	[0.12, -0.08, 1.11]	[-0.07, 0.33, 1.07]
669	[-0.06, 0.05, -0.11, 0.08, -0.01, 0.04, -1.0]	[-0.19, 0.45, -0.12, 0.04, -0.01, -0.05, 1.0]	[0.12, -0.08, 1.11]	[-0.08, 0.34, 1.07]
670	[0.06, -0.01, -0.12, 0.08, -0.01, 0.03, -1.0]	[-0.15, 0.44, -0.11, 0.04, -0.01, -0.04, 1.0]	[0.12, -0.08, 1.11]	[-0.08, 0.34, 1.07]
671	[-0.03, 0.06, -0.13, 0.07, -0.01, 0.03, -1.0]	[-0.19, 0.34, -0.24, 0.04, -0.0, -0.04, 1.0]	[0.12, -0.07, 1.11]	[-0.08, 0.35, 1.07]
672	[-0.01, 0.02, -0.09, 0.06, -0.01, 0.03, -1.0]	[-0.32, 0.28, -0.22, 0.04, -0.0, -0.04, 1.0]	[0.12, -0.07, 1.11]	[-0.08, 0.36, 1.07]
673	[-0.1, 0.1, -0.16, 0.05, -0.01, 0.03, -1.0]	[-0.37, 0.17, -0.24, 0.04, -0.0, -0.05, 1.0]	[0.12, -0.07, 1.1]	[-0.09, 0.36, 1.06]
674	[-0.12, 0.06, -0.11, 0.05, -0.01, 0.03, -1.0]	[-0.38, 0.19, -0.19, 0.04, -0.01, -0.05, 1.0]	[0.12, -0.07, 1.1]	[-0.09, 0.36, 1.06]
675	[-0.18, 0.11, -0.16, 0.04, -0.01, 0.03, -1.0]	[-0.38, 0.21, -0.13, 0.04, -0.01, -0.05, 1.0]	[0.12, -0.07, 1.1]	[-0.1, 0.37, 1.06]
676	[-0.13, 0.05, -0.1, 0.03, -0.01, 0.03, -1.0]	[-0.39, 0.25, -0.1, 0.04, -0.01, -0.05, 1.0]	[0.11, -0.07, 1.1]	[-0.1, 0.37, 1.05]
677	[-0.14, 0.11, -0.1, 0.03, -0.01, 0.03, -1.0]	[-0.26, 0.3, -0.02, 0.04, -0.01, -0.05, 1.0]	[0.11, -0.07, 1.1]	[-0.11, 0.37, 1.05]
678	[-0.05, 0.04, -0.11, 0.02, -0.01, 0.03, -1.0]	[-0.29, 0.3, -0.08, 0.03, 0.0, -0.05, 1.0]	[0.11, -0.07, 1.1]	[-0.11, 0.38, 1.05]
679	[-0.08, 0.08, -0.09, 0.02, -0.01, 0.02, -1.0]	[-0.2, 0.29, -0.11, 0.03, 0.01, -0.05, 1.0]	[0.11, -0.06, 1.1]	[-0.11, 0.38, 1.05]
680	[-0.02, 0.02, -0.02, 0.01, -0.01, 0.02, -1.0]	[-0.21, 0.28, -0.1, 0.03, 0.02, -0.04, 1.0]	[0.11, -0.06, 1.1]	[-0.12, 0.39, 1.05]
681	[-0.03, 0.06, -0.02, 0.01, -0.01, 0.02, -1.0]	[-0.2, 0.3, -0.14, 0.03, 0.02, -0.04, 1.0]	[0.11, -0.06, 1.09]	[-0.12, 0.39, 1.05]
682	[0.08, -0.02, -0.02, 0.01, -0.0, 0.02, -1.0]	[-0.21, 0.29, -0.1, 0.03, 0.03, -0.03, 1.0]	[0.11, -0.06, 1.09]	[-0.12, 0.39, 1.05]
683	[0.03, 0.06, 0.0, 0.01, -0.0, 0.02, -1.0]	[-0.22, 0.25, -0.04, 0.02, 0.03, -0.03, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.4, 1.05]
684	[0.09, 0.02, -0.03, 0.01, -0.0, 0.01, -1.0]	[-0.2, 0.22, -0.04, 0.02, 0.03, -0.03, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.4, 1.04]
685	[0.03, 0.04, -0.05, 0.0, -0.0, 0.01, -1.0]	[-0.13, 0.16, 0.03, 0.02, 0.03, -0.02, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.4, 1.04]
686	[-0.03, -0.04, -0.09, 0.0, -0.0, 0.01, -1.0]	[-0.08, 0.17, 0.01, 0.02, 0.03, -0.02, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.41, 1.04]
687	[-0.04, 0.03, -0.02, 0.0, -0.0, 0.01, -1.0]	[-0.02, 0.12, 0.05, 0.01, 0.03, -0.02, 1.0]	[0.11, -0.06, 1.09]	[-0.14, 0.41, 1.04]
688	[-0.01, 0.07, -0.07, 0.01, -0.0, 0.01, -1.0]	[0.05, 0.11, 0.04, 0.01, 0.04, -0.02, 1.0]	[0.11, -0.06, 1.09]	[-0.14, 0.41, 1.04]
689	[-0.03, 0.05, -0.01, 0.01, 0.0, 0.01, -1.0]	[0.1, 0.1, -0.06, 0.01, 0.04, -0.01, 1.0]	[0.11, -0.06, 1.09]	[-0.14, 0.41, 1.04]
690	[0.0, 0.03, -0.08, 0.0, 0.0, 0.0, -1.0]	[0.16, 0.07, 0.01, 0.01, 0.03, -0.0, 1.0]	[0.11, -0.06, 1.09]	[-0.14, 0.41, 1.04]
691	[-0.02, 0.03, -0.05, 0.0, 0.0, 0.0, -1.0]	[0.16, 0.07, -0.08, 0.0, 0.03, 0.0, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.41, 1.04]
692	[-0.01, 0.03, -0.1, -0.0, 0.0, 0.0, -1.0]	[0.11, 0.03, -0.03, 0.0, 0.02, 0.0, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
693	[0.01, 0.02, -0.04, -0.0, 0.0, 0.0, -1.0]	[0.06, 0.0, 0.0, 0.0, 0.02, 0.0, 1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
694	[0.0, 0.01, -0.01, -0.0, 0.0, 0.0, -1.0]	[0.02, -0.03, -0.03, 0.0, 0.01, 0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
695	[-0.01, 0.01, -0.0, -0.0, 0.01, 0.0, -1.0]	[-0.06, 0.0, 0.1, -0.01, 0.01, 0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
696	[-0.0, -0.01, 0.01, -0.0, 0.0, 0.0, -1.0]	[-0.05, -0.02, -0.0, -0.01, 0.01, 0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
697	[0.02, -0.0, 0.0, -0.0, 0.0, 0.0, -1.0]	[-0.02, -0.01, 0.02, -0.01, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
698	[0.02, -0.02, 0.02, -0.0, 0.0, 0.0, -1.0]	[-0.02, 0.03, -0.05, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
699	[0.03, 0.0, -0.03, -0.0, 0.0, 0.0, -1.0]	[0.01, 0.02, -0.04, 0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
700	[-0.03, 0.0, -0.06, -0.01, 0.0, 0.0, -1.0]	[-0.0, 0.01, 0.0, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
701	[-0.04, 0.01, -0.01, -0.0, 0.0, 0.0, -1.0]	[-0.02, 0.0, -0.01, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.09]	[-0.13, 0.42, 1.04]
702	[-0.03, -0.01, -0.03, -0.0, 0.0, 0.0, -1.0]	[-0.03, -0.0, 0.02, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.04]
703	[-0.02, 0.02, 0.02, -0.0, 0.0, 0.0, -1.0]	[-0.0, -0.01, 0.1, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.04]
704	[-0.04, 0.04, -0.03, -0.0, 0.0, 0.0, -1.0]	[-0.04, -0.0, 0.01, -0.0, 0.01, -0.01, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.04]
705	[0.01, 0.02, -0.0, -0.0, 0.0, 0.0, -1.0]	[-0.02, -0.04, 0.07, -0.0, 0.01, -0.01, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.04]
706	[0.0, -0.02, -0.04, -0.0, 0.0, 0.0, -1.0]	[-0.01, -0.02, 0.03, -0.01, 0.01, -0.01, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.04]
707	[0.01, -0.01, -0.03, -0.0, 0.0, 0.0, -1.0]	[0.01, -0.04, 0.1, -0.01, 0.01, -0.01, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.04]
708	[-0.03, -0.04, -0.03, -0.0, 0.0, 0.0, -1.0]	[0.03, -0.03, -0.0, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.05]
709	[-0.0, -0.01, -0.02, -0.0, 0.0, 0.0, -1.0]	[0.01, -0.05, 0.02, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.05]
710	[-0.05, -0.02, -0.03, -0.0, 0.0, 0.0, -1.0]	[0.05, -0.04, 0.02, -0.0, 0.01, -0.0, -1.0]	[0.11, -0.06, 1.08]	[-0.13, 0.42, 1.05]
711	[0.01, -0.0, -0.02, -0.0, 0.0, 0.0, -1.0]	[-0.01, -0.0, -0.07, -0.01, 0.01, -0.0, -1.0]	[0.1, -0.06, 1.08]	[-0.13, 0.42, 1.05]
712	[-0.01, -0.02, 0.0, -0.0, -0.0, 0.0, -1.0]	[0.01, -0.02, 0.0, -0.01, 0.01, -0.0, -1.0]	[0.1, -0.06, 1.08]	[-0.13, 0.41, 1.05]
713	[0.01, 0.01, 0.02, -0.0, -0.0, 0.0, -1.0]	[-0.02, -0.03, -0.08, -0.01, 0.01, 0.0, -1.0]	[0.1, -0.06, 1.08]	[-0.13, 0.41, 1.05]
